Timestamp, Internal Temperature, External Temperature, Reference Temperature, Actuators
10:24:50,62.44,33.58,78.00,100%
10:24:52,62.50,33.58,78.00,100%
10:24:54,62.50,33.58,78.00,100%
10:24:56,62.56,33.58,78.00,100%
10:24:58,62.62,33.59,78.00,100%
10:25:00,62.69,33.58,78.00,100%
10:25:02,62.75,33.59,78.00,100%
10:25:04,62.75,33.58,78.00,100%
10:25:06,62.81,33.58,78.00,100%
10:25:08,62.81,33.58,78.00,100%
10:25:10,62.88,33.59,78.00,100%
10:25:12,62.94,33.59,78.00,100%
10:25:14,62.94,33.59,78.00,100%
10:25:16,63.00,33.59,78.00,100%
10:25:18,63.06,33.59,78.00,100%
10:25:20,63.19,33.59,78.00,100%
10:25:22,63.19,33.58,78.00,100%
10:25:24,63.19,33.59,78.00,100%
10:25:26,63.25,33.59,78.00,100%
10:25:28,63.31,33.59,78.00,100%
10:25:30,63.31,33.59,78.00,100%
10:25:32,63.38,33.59,78.00,100%
10:25:34,63.44,33.59,78.00,100%
10:25:36,63.44,33.59,78.00,100%
10:25:38,63.50,33.58,78.00,100%
10:25:40,63.50,33.58,78.00,100%
10:25:42,63.62,33.58,78.00,100%
10:25:44,63.62,33.58,78.00,100%
10:25:46,63.69,33.58,78.00,100%
10:25:48,63.69,33.59,78.00,100%
10:25:50,63.75,33.58,78.00,100%
10:25:52,63.81,33.59,78.00,100%
10:25:54,63.81,33.59,78.00,100%
10:25:56,63.88,33.59,78.00,100%
10:25:58,63.94,33.58,78.00,100%
10:26:00,63.94,33.58,78.00,100%
10:26:02,64.00,33.59,78.00,100%
10:26:04,64.00,33.60,78.00,100%
10:26:06,64.06,33.60,78.00,100%
10:26:08,64.12,33.60,78.00,100%
10:26:10,64.19,33.59,78.00,100%
10:26:12,64.19,33.60,78.00,100%
10:26:14,64.25,33.59,78.00,100%
10:26:16,64.25,33.59,78.00,100%
10:26:18,64.31,33.60,78.00,100%
10:26:20,64.31,33.60,78.00,100%
10:26:22,64.38,33.59,78.00,100%
10:26:24,64.44,33.60,78.00,100%
10:26:26,64.50,33.60,78.00,100%
10:26:28,64.50,33.60,78.00,100%
10:26:30,64.56,33.60,78.00,100%
10:26:32,64.56,33.60,78.00,100%
10:26:34,64.62,33.60,78.00,100%
10:26:36,64.69,33.60,78.00,100%
10:26:38,64.69,33.60,78.00,100%
10:26:40,64.75,33.61,78.00,100%
10:26:42,64.88,33.62,78.00,100%
10:26:44,64.88,33.62,78.00,100%
10:26:46,64.88,33.61,78.00,100%
10:26:48,64.81,33.60,78.00,100%
10:26:50,64.94,33.61,78.00,100%
10:26:52,64.94,33.60,78.00,100%
10:26:54,65.00,33.62,78.00,100%
10:26:56,65.06,33.62,78.00,100%
10:26:58,65.06,33.62,78.00,100%
10:27:00,65.12,33.61,78.00,100%
10:27:02,65.19,33.62,78.00,100%
10:27:04,65.19,33.63,78.00,100%
10:27:06,65.25,33.61,78.00,100%
10:27:08,65.31,33.63,78.00,100%
10:27:10,65.31,33.63,78.00,100%
10:27:12,65.31,33.63,78.00,100%
10:27:14,65.31,33.63,78.00,100%
10:27:16,65.38,33.63,78.00,100%
10:27:18,65.38,33.63,78.00,100%
10:27:20,65.50,33.64,78.00,100%
10:27:22,65.50,33.64,78.00,100%
10:27:24,65.56,33.62,78.00,100%
10:27:26,65.56,33.62,78.00,100%
10:27:28,65.56,33.61,78.00,100%
10:27:30,65.62,33.63,78.00,100%
10:27:32,65.69,33.63,78.00,100%
10:27:34,65.75,33.62,78.00,100%
10:27:36,65.75,33.63,78.00,100%
10:27:38,65.75,33.62,78.00,100%
10:27:40,65.75,33.63,78.00,100%
10:27:42,65.88,33.62,78.00,100%
10:27:44,65.94,33.62,78.00,100%
10:27:46,65.94,33.62,78.00,100%
10:27:48,65.94,33.62,78.00,100%
10:27:50,66.00,33.63,78.00,100%
10:27:52,66.00,33.62,78.00,100%
10:27:54,66.00,33.64,78.00,100%
10:27:56,66.06,33.62,78.00,100%
10:27:58,66.12,33.63,78.00,100%
10:28:00,66.12,33.63,78.00,100%
10:28:02,66.19,33.63,78.00,100%
10:28:04,66.19,33.63,78.00,100%
10:28:06,66.19,33.63,78.00,100%
10:28:08,66.19,33.63,78.00,100%
10:28:10,66.25,33.63,78.00,100%
10:28:12,66.31,33.63,78.00,100%
10:28:14,66.31,33.63,78.00,100%
10:28:16,66.38,33.64,78.00,100%
10:28:18,66.38,33.64,78.00,100%
10:28:20,66.38,33.64,78.00,100%
10:28:22,66.44,33.64,78.00,100%
10:28:24,66.56,33.63,78.00,100%
10:28:26,66.56,33.63,78.00,100%
10:28:28,66.56,33.63,78.00,100%
10:28:30,66.56,33.64,78.00,100%
10:28:32,66.62,33.64,78.00,100%
10:28:34,66.62,33.64,78.00,100%
10:28:36,66.62,33.63,78.00,100%
10:28:38,66.69,33.63,78.00,100%
10:28:40,66.69,33.62,78.00,100%
10:28:42,66.75,33.64,78.00,100%
10:28:44,66.81,33.64,78.00,100%
10:28:46,66.81,33.64,78.00,100%
10:28:48,66.81,33.64,78.00,100%
10:28:50,66.88,33.63,78.00,100%
10:28:52,66.88,33.64,78.00,100%
10:28:54,66.94,33.63,78.00,100%
10:28:56,66.94,33.64,78.00,100%
10:28:58,67.00,33.63,78.00,100%
10:29:00,67.06,33.62,78.00,100%
10:29:02,67.06,33.62,78.00,100%
10:29:04,67.06,33.62,78.00,100%
10:29:06,67.12,33.63,78.00,100%
10:29:08,67.12,33.63,78.00,100%
10:29:10,67.19,33.63,78.00,100%
10:29:12,67.19,33.63,78.00,100%
10:29:14,67.25,33.62,78.00,100%
10:29:16,67.25,33.62,78.00,100%
10:29:18,67.25,33.62,78.00,100%
10:29:20,67.25,33.63,78.00,100%
10:29:22,67.31,33.63,78.00,100%
10:29:24,67.31,33.64,78.00,100%
10:29:26,67.38,33.63,78.00,100%
10:29:28,67.44,33.63,78.00,100%
10:29:30,67.44,33.64,78.00,100%
