Timestamp, Internal Temperature, External Temperature, Reference Temperature, Actuators
10:11:07,33.75,33.40,31.00,-100%
10:11:09,33.75,33.40,31.00,-100%
10:11:11,33.69,33.40,31.00,-100%
10:11:13,33.62,33.40,31.00,-100%
10:11:15,33.62,33.40,31.00,-100%
10:11:17,33.62,33.40,31.00,-100%
10:11:19,33.62,33.40,31.00,-100%
10:11:21,33.56,33.40,31.00,-100%
10:11:23,33.56,33.40,31.00,-100%
10:11:25,33.56,33.40,31.00,-100%
10:11:27,33.50,33.41,54.00,100%
10:11:29,33.50,33.41,54.00,100%
10:11:31,33.44,33.41,54.00,100%
10:11:33,33.50,33.40,54.00,100%
10:11:35,33.50,33.41,54.00,100%
10:11:37,33.50,33.40,54.00,100%
10:11:39,33.56,33.41,54.00,100%
10:11:41,33.62,33.40,54.00,100%
10:11:43,33.69,33.41,54.00,100%
10:11:45,33.69,33.41,54.00,100%
10:11:47,33.81,33.41,54.00,100%
10:11:49,33.88,33.40,54.00,100%
10:11:51,33.94,33.41,54.00,100%
10:11:53,34.06,33.41,54.00,100%
10:11:55,34.19,33.42,54.00,100%
10:11:57,34.19,33.41,54.00,100%
10:11:59,34.19,33.41,54.00,100%
10:12:01,34.31,33.41,54.00,100%
10:12:03,34.44,33.41,54.00,100%
10:12:05,34.56,33.41,54.00,100%
10:12:07,34.69,33.41,54.00,100%
10:12:09,34.88,33.41,54.00,100%
10:12:11,34.94,33.41,54.00,100%
10:12:13,34.94,33.41,54.00,100%
10:12:15,35.12,33.42,54.00,100%
10:12:17,35.25,33.42,54.00,100%
10:12:19,35.44,33.41,54.00,100%
10:12:21,35.56,33.42,54.00,100%
10:12:23,35.75,33.42,54.00,100%
10:12:25,35.75,33.42,54.00,100%
10:12:27,35.88,33.42,54.00,100%
10:12:29,35.88,33.43,54.00,100%
10:12:31,36.00,33.42,54.00,100%
10:12:33,36.25,33.43,54.00,100%
10:12:35,36.44,33.43,54.00,100%
10:12:37,36.56,33.43,54.00,100%
10:12:39,36.75,33.43,54.00,100%
10:12:41,36.75,33.44,54.00,100%
10:12:43,36.88,33.44,54.00,100%
10:12:45,37.06,33.44,54.00,100%
10:12:47,37.19,33.44,54.00,100%
10:12:49,37.19,33.43,54.00,100%
10:12:51,37.38,33.44,54.00,100%
10:12:53,37.56,33.43,54.00,100%
10:12:55,37.75,33.43,54.00,100%
10:12:57,37.75,33.44,54.00,100%
10:12:59,37.94,33.45,54.00,100%
10:13:01,38.06,33.45,54.00,100%
10:13:03,38.25,33.44,54.00,100%
10:13:05,38.44,33.44,54.00,100%
10:13:07,38.56,33.43,54.00,100%
10:13:09,38.81,33.43,54.00,100%
10:13:11,38.81,33.44,54.00,100%
10:13:13,38.94,33.44,54.00,100%
10:13:15,38.94,33.44,54.00,100%
10:13:17,39.12,33.44,54.00,100%
10:13:19,39.31,33.45,54.00,100%
10:13:21,39.50,33.45,54.00,100%
10:13:23,39.62,33.45,54.00,100%
10:13:25,39.62,33.45,54.00,100%
10:13:27,39.81,33.45,54.00,100%
10:13:29,40.00,33.44,54.00,100%
10:13:31,40.19,33.45,54.00,100%
10:13:33,40.31,33.45,54.00,100%
10:13:35,40.56,33.44,54.00,100%
10:13:37,40.69,33.44,54.00,100%
10:13:39,40.69,33.45,54.00,100%
10:13:41,40.69,33.45,54.00,100%
10:13:43,40.81,33.45,54.00,100%
10:13:45,41.00,33.45,54.00,100%
10:13:47,41.12,33.45,54.00,100%
10:13:49,41.38,33.45,54.00,100%
10:13:51,41.50,33.45,54.00,100%
10:13:53,41.69,33.46,54.00,100%
10:13:55,41.69,33.45,54.00,100%
10:13:57,41.88,33.46,54.00,100%
10:13:59,42.06,33.45,54.00,100%
10:14:01,42.19,33.45,54.00,100%
10:14:03,42.38,33.46,54.00,100%
10:14:05,42.38,33.45,54.00,100%
10:14:07,42.56,33.46,54.00,100%
10:14:09,42.56,33.47,54.00,100%
10:14:11,42.69,33.46,54.00,100%
10:14:13,42.88,33.46,54.00,100%
10:14:15,43.00,33.45,54.00,100%
10:14:17,43.19,33.45,54.00,100%
10:14:19,43.31,33.46,54.00,100%
10:14:21,43.50,33.46,54.00,100%
10:14:23,43.50,33.46,54.00,100%
10:14:25,43.69,33.46,54.00,100%
10:14:27,43.81,33.46,54.00,100%
10:14:29,44.00,33.47,54.00,100%
10:14:31,44.00,33.47,54.00,100%
10:14:33,44.12,33.46,54.00,100%
10:14:35,44.31,33.45,54.00,100%
10:14:37,44.31,33.46,54.00,100%
10:14:39,44.50,33.46,54.00,100%
10:14:41,44.62,33.47,54.00,100%
10:14:43,44.75,33.47,54.00,100%
10:14:45,44.94,33.46,54.00,100%
10:14:47,45.06,33.46,54.00,100%
10:14:49,45.25,33.47,54.00,100%
10:14:51,45.25,33.47,54.00,100%
10:14:53,45.38,33.48,54.00,100%
10:14:55,45.56,33.47,54.00,100%
10:14:57,45.56,33.49,54.00,100%
10:14:59,45.69,33.47,54.00,100%
10:15:01,45.88,33.48,54.00,100%
10:15:03,46.00,33.49,54.00,100%
10:15:05,46.12,33.48,54.00,100%
10:15:07,46.12,33.48,54.00,100%
10:15:09,46.31,33.47,54.00,100%
10:15:11,46.44,33.47,54.00,100%
10:15:13,46.56,33.47,54.00,100%
10:15:15,46.75,33.47,54.00,100%
10:15:17,46.94,33.47,54.00,100%
10:15:19,46.94,33.48,54.00,100%
10:15:21,46.94,33.47,54.00,100%
10:15:23,47.00,33.48,54.00,100%
10:15:25,47.12,33.48,54.00,100%
10:15:27,47.25,33.48,54.00,100%
10:15:29,47.44,33.47,54.00,100%
10:15:31,47.56,33.48,54.00,100%
10:15:33,47.75,33.48,54.00,100%
10:15:35,47.75,33.48,54.00,100%
10:15:37,47.81,33.47,54.00,100%
10:15:39,47.94,33.49,54.00,100%
10:15:41,48.12,33.49,54.00,100%
10:15:43,48.25,33.48,54.00,100%
10:15:45,48.38,33.48,54.00,100%
10:15:47,48.38,33.49,54.00,100%
10:15:49,48.50,33.49,54.00,100%
10:15:51,48.50,33.48,54.00,100%
10:15:53,48.62,33.49,54.00,100%
10:15:55,48.81,33.48,54.00,100%
10:15:57,48.94,33.49,54.00,100%
10:15:59,49.06,33.49,54.00,100%
10:16:01,49.19,33.48,54.00,100%
10:16:03,49.19,33.48,54.00,100%
10:16:05,49.38,33.49,54.00,100%
10:16:07,49.44,33.48,54.00,100%
10:16:09,49.56,33.49,54.00,100%
10:16:11,49.56,33.48,54.00,100%
10:16:13,49.75,33.49,54.00,100%
10:16:15,49.88,33.48,54.00,100%
10:16:17,50.00,33.49,54.00,100%
10:16:19,50.00,33.48,54.00,100%
10:16:21,50.12,33.49,54.00,100%
10:16:23,50.25,33.49,54.00,100%
10:16:25,50.38,33.48,54.00,100%
10:16:27,50.56,33.48,54.00,100%
10:16:29,50.62,33.49,54.00,100%
10:16:31,50.62,33.48,54.00,100%
10:16:33,50.75,33.49,54.00,100%
10:16:35,50.88,33.48,54.00,100%
10:16:37,50.88,33.49,71.00,100%
10:16:39,51.00,33.49,71.00,100%
10:16:41,51.12,33.48,71.00,100%
10:16:43,51.25,33.49,71.00,100%
10:16:45,51.38,33.49,71.00,100%
10:16:47,51.38,33.49,71.00,100%
10:16:49,51.50,33.49,71.00,100%
10:16:51,51.62,33.50,71.00,100%
10:16:53,51.75,33.49,71.00,100%
10:16:55,51.81,33.50,71.00,100%
10:16:57,52.00,33.50,71.00,100%
10:16:59,52.00,33.49,71.00,100%
10:17:01,52.06,33.50,71.00,100%
10:17:03,52.06,33.49,71.00,100%
10:17:05,52.25,33.50,71.00,100%
10:17:07,52.31,33.50,71.00,100%
10:17:09,52.44,33.50,71.00,100%
10:17:11,52.50,33.50,71.00,100%
10:17:13,52.62,33.50,71.00,100%
10:17:15,52.62,33.50,71.00,100%
10:17:17,52.81,33.50,71.00,100%
10:17:19,52.88,33.50,71.00,100%
10:17:21,53.00,33.48,71.00,100%
10:17:23,53.12,33.49,71.00,100%
10:17:25,53.12,33.50,71.00,100%
10:17:27,53.12,33.50,71.00,100%
10:17:29,53.31,33.51,71.00,100%
10:17:31,53.44,33.50,71.00,100%
10:17:33,53.44,33.51,71.00,100%
10:17:35,53.56,33.50,71.00,100%
10:17:37,53.62,33.50,71.00,100%
10:17:39,53.75,33.50,71.00,100%
10:17:41,53.88,33.51,71.00,100%
10:17:43,53.94,33.51,71.00,100%
10:17:45,53.94,33.50,71.00,100%
10:17:47,54.06,33.51,71.00,100%
10:17:49,54.19,33.52,71.00,100%
10:17:51,54.25,33.51,71.00,100%
10:17:53,54.25,33.52,71.00,100%
10:17:55,54.38,33.52,71.00,100%
10:17:57,54.50,33.51,71.00,100%
10:17:59,54.62,33.51,71.00,100%
10:18:01,54.62,33.51,71.00,100%
10:18:03,54.69,33.52,71.00,100%
10:18:05,54.75,33.52,71.00,100%
10:18:07,54.94,33.52,71.00,100%
10:18:09,55.00,33.52,71.00,100%
10:18:11,55.12,33.53,71.00,100%
10:18:13,55.19,33.53,71.00,100%
10:18:15,55.19,33.53,71.00,100%
10:18:17,55.19,33.52,71.00,100%
10:18:19,55.31,33.52,71.00,100%
10:18:21,55.38,33.53,71.00,100%
10:18:23,55.50,33.52,71.00,100%
10:18:25,55.56,33.52,71.00,100%
10:18:27,55.69,33.52,71.00,100%
10:18:29,55.69,33.52,71.00,100%
10:18:31,55.75,33.52,71.00,100%
10:18:33,55.88,33.52,71.00,100%
10:18:35,56.00,33.52,71.00,100%
10:18:37,56.12,33.51,71.00,100%
