Timestamp, Internal Temperature, External Temperature, Reference Temperature, Atuadores
04/09/2021 10:31:44,43.19,29.09,40.00,-100%
04/09/2021 10:31:46,43.19,29.08,40.00,-100%
04/09/2021 10:31:48,42.81,29.08,40.00,-100%
04/09/2021 10:31:50,42.81,29.08,40.00,-100%
04/09/2021 10:31:52,42.44,29.08,40.00,-100%
04/09/2021 10:31:54,42.44,29.08,40.00,-100%
04/09/2021 10:31:56,42.25,29.08,40.00,-100%
04/09/2021 10:31:58,42.25,29.08,40.00,-100%
04/09/2021 10:32:00,41.94,29.09,40.00,-100%
04/09/2021 10:32:02,41.94,29.09,40.00,-100%
04/09/2021 10:32:04,41.56,29.08,40.00,-100%
04/09/2021 10:32:06,41.56,29.08,40.00,-100%
04/09/2021 10:32:08,41.44,29.08,40.00,-100%
04/09/2021 10:32:10,41.44,29.08,40.00,-100%
04/09/2021 10:32:12,41.44,29.07,40.00,-100%
04/09/2021 10:32:14,41.12,29.07,40.00,-100%
04/09/2021 10:32:16,41.12,29.07,40.00,-100%
04/09/2021 10:32:18,40.75,29.07,40.00,-100%
04/09/2021 10:32:20,40.75,29.08,40.00,-100%
04/09/2021 10:32:22,40.56,29.08,40.00,-100%
