Timestamp, Internal Temperature, External Temperature, Reference Temperature, Actuators
07/09/2021 10:38:01,65.94,33.71,65.00,60%
07/09/2021 10:38:03,65.94,33.70,65.00,58%
07/09/2021 10:38:05,65.94,33.69,65.00,57%
07/09/2021 10:38:07,65.94,33.69,65.00,56%
07/09/2021 10:38:09,65.94,33.69,65.00,54%
07/09/2021 10:38:11,65.94,33.69,65.00,53%
07/09/2021 10:38:13,65.94,33.70,65.00,51%
07/09/2021 10:38:15,65.94,33.70,65.00,49%
07/09/2021 10:38:17,65.88,33.69,65.00,48%
07/09/2021 10:38:19,65.88,33.69,65.00,47%
07/09/2021 10:38:21,65.88,33.69,65.00,45%
07/09/2021 10:38:23,65.88,33.69,65.00,43%
07/09/2021 10:38:25,65.88,33.69,65.00,42%
07/09/2021 10:38:27,65.81,33.70,65.00,41%
07/09/2021 10:38:29,65.81,33.69,65.00,39%
07/09/2021 10:38:31,65.75,33.70,65.00,39%
07/09/2021 10:38:33,65.75,33.70,65.00,37%
07/09/2021 10:38:35,65.69,33.71,65.00,36%
07/09/2021 10:38:37,65.69,33.70,65.00,35%
07/09/2021 10:38:39,65.69,33.70,65.00,34%
07/09/2021 10:38:41,65.69,33.70,65.00,33%
07/09/2021 10:38:43,65.62,33.70,65.00,32%
07/09/2021 10:38:45,65.56,33.71,65.00,32%
07/09/2021 10:38:47,65.50,33.71,65.00,31%
07/09/2021 10:38:49,65.50,33.70,65.00,30%
07/09/2021 10:38:51,65.44,33.70,65.00,29%
07/09/2021 10:38:53,65.38,33.70,65.00,30%
07/09/2021 10:38:55,65.31,33.71,65.00,29%
07/09/2021 10:38:57,65.31,33.71,65.00,28%
07/09/2021 10:38:59,65.19,33.70,65.00,28%
07/09/2021 10:39:01,65.19,33.70,65.00,28%
07/09/2021 10:39:03,65.12,33.71,65.00,29%
07/09/2021 10:39:05,65.06,33.70,65.00,28%
07/09/2021 10:39:07,65.06,33.70,65.00,28%
07/09/2021 10:39:09,65.06,33.71,65.00,28%
07/09/2021 10:39:11,64.94,33.71,65.00,29%
07/09/2021 10:39:13,64.88,33.71,65.00,30%
07/09/2021 10:39:15,64.88,33.70,65.00,30%
07/09/2021 10:39:17,64.81,33.71,65.00,30%
07/09/2021 10:39:19,64.69,33.70,65.00,32%
07/09/2021 10:39:21,64.62,33.70,65.00,33%
07/09/2021 10:39:23,64.56,33.72,65.00,34%
07/09/2021 10:39:25,64.56,33.71,65.00,34%
07/09/2021 10:39:27,64.44,33.71,65.00,36%
07/09/2021 10:39:29,64.38,33.70,65.00,37%
07/09/2021 10:39:31,64.31,33.70,65.00,39%
07/09/2021 10:39:33,64.25,33.70,65.00,39%
07/09/2021 10:39:35,64.25,33.69,65.00,41%
07/09/2021 10:39:37,64.12,33.70,65.00,43%
07/09/2021 10:39:39,64.12,33.69,65.00,44%
07/09/2021 10:39:41,64.12,33.69,65.00,46%
07/09/2021 10:39:43,64.06,33.68,65.00,48%
07/09/2021 10:39:45,63.94,33.69,65.00,51%
07/09/2021 10:39:47,63.81,33.69,65.00,53%
07/09/2021 10:39:49,63.75,33.69,65.00,56%
07/09/2021 10:39:51,63.75,33.69,65.00,58%
07/09/2021 10:39:53,63.69,33.69,65.00,60%
07/09/2021 10:39:55,63.69,33.70,65.00,62%
07/09/2021 10:39:57,63.62,33.68,65.00,66%
07/09/2021 10:39:59,63.50,33.68,65.00,69%
07/09/2021 10:40:01,63.50,33.68,65.00,70%
07/09/2021 10:40:03,63.44,33.68,65.00,74%
07/09/2021 10:40:05,63.44,33.69,65.00,77%
07/09/2021 10:40:07,63.38,33.68,65.00,78%
